datetime,ra,dec,ra_cderr⁻,ra_cderr⁺,dec_err⁻,dec_err⁺
2012-05-23T13:46:57.792,2.9850366196859017,0.46006879082570523,0.014074679969744987,0.01266721197277049,0.005235987755982988,0.008552113334772215
2012-08-07T05:02:24.0,5.761331860833282,0.027401669256310976,0.014306327222038714,0.011340381334542883,0.007330382858376184,0.008028514559173916
2012-09-22T13:11:01.248,1.2348204457859882,0.3454006589696778,0.02676867319321229,0.025619098270804403,0.011868238913561441,0.023911010752322315
2012-10-11T18:30:09.216,3.581764690942763,-0.041713369122664476,0.011334771702805573,0.010288485084085057,0.009948376736367677,0.00890117918517108
2012-10-26T14:24:00.0,2.9602529443075825,0.48939032225921,0.01709912652873923,0.01786935745345721,0.011519173063162575,0.011693705988362009
2013-06-27T02:38:56.832,1.6306611201383021,0.244695161129605,0.01439337320176689,0.013546704189898251,0.013089969389957472,0.012566370614359171
2013-08-17T19:55:12.0,3.9250709548100473,-0.07749261878854824,0.020707088021385264,0.015138795444206035,0.016406094968746697,0.02111848394913139
2013-09-07T19:02:02.976,2.2656119020138394,-0.18081611050661253,0.00480725167492125,0.008241002871293571,0.0054105206811824215,0.006283185307179586
2013-10-14T21:50:24.0,0.5749114556069321,0.1780235837034216,0.01065002138249298,0.010821795920920287,0.008552113334772215,0.005934119456780721
2013-10-23T13:24:13.536,5.267752748369285,0.20053833105414848,0.015906273196592723,0.018813871522851612,0.019024088846738195,0.02076941809873252
2013-12-04T11:16:53.184,5.046794065066804,-0.24870941840919197,0.015901294351293768,0.01826957223340135,0.014137166941154071,0.0158824961931484
2014-01-08T07:23:21.696,6.013182871896063,0.027401669256310976,0.008374435447047052,0.01168931614483651,0.005585053606381855,0.006108652381980153
2014-01-09T12:04:16.608,5.111196714465395,0.5770058507093254,0.013749944313812427,0.012726012290443418,0.008028514559173916,0.008726646259971648
2014-01-22T04:54:26.208,3.8334411690803454,-1.5037756835183143,0.004862438445696784,0.006031293841296972,0.010471975511965976,0.009599310885968814
2014-02-03T18:50:34.368,6.10062386742098,-0.2392846404484226,0.03340333828219233,0.03747278050946449,0.024085543677521744,0.021467549799530253
2014-06-09T15:21:36.0,1.8545868631691746,0.022514747350726852,0.03315285119304265,0.03960893274116148,0.012915436464758038,0.014486232791552934
2014-06-11T04:54:22.752,1.9250981649497454,0.20193459445574394,0.007694391864600516,0.011285108068080757,0.0041887902047863905,0.0024434609527920616
2014-09-23T17:18:22.176,2.962172806484776,-0.023387411976724018,0.015005726782672686,0.015878152758409474,0.011519173063162575,0.012740903539558606
2015-01-27T11:31:12.0,1.7537068324039025,0.07958701389094142,0.03253434658723337,0.016528143988166683,0.008726646259971648,0.011868238913561441
2015-05-15T22:33:36.0,1.5987215948268059,0.21258110289290932,0.012624704836765034,0.0027296659106519,0.006108652381980153,0.006457718232379019
2015-07-14T21:36:00.0,5.681046715241543,0.45553093477052004,0.022883365437259325,0.02774216220818425,0.0322885911618951,0.029321531433504737
2015-08-12T18:13:05.376,5.72799607212019,0.10838494654884787,0.01787140468409144,0.017524387117410053,0.008552113334772215,0.00767944870877505
2015-08-31T05:13:39.648,0.9573130947188898,0.5927138139772743,0.014186720426473894,0.013607670613148428,0.02076941809873252,0.018675022996339326
2015-09-04T19:12:00.0,2.3387411976724017,0.4886921905584123,0.008937998718409055,0.006010033620999194,0.008203047484373348,0.008203047484373348
2015-09-23T00:38:34.656,1.8024015185345441,0.06771877497737998,0.023682072867350735,0.012189302211136408,0.012391837689159739,0.010297442586766544
2015-09-26T21:37:42.816,3.394665395128971,-0.0757472895365539,0.021057927657199542,0.013226466958241034,0.01658062789394613,0.012217304763960306
2015-11-14T21:36:00.0,1.3316862192716734,0.21991148575128552,0.012604390933712288,0.012774720540924617,0.010122909661567111,0.01064650843716541
2015-11-22T12:45:31.104,4.575904232878734,-0.04153883619746504,0.02110026686166107,0.015694413368177656,0.007504915783575617,0.012740903539558606
2016-01-28T04:24:10.944,4.597197249753064,-0.2581341963699613,0.01991253456420567,0.022781289543794627,0.01780235837034216,0.017278759594743863
2016-03-31T14:24:00.0,0.2722713633111154,0.2722713633111154,0.009750007653095792,0.0075646611101605294,0.010471975511965976,0.009250245035569947
2016-05-10T15:56:05.28,6.14949308647682,0.03647738136668149,0.022848603600220715,0.028429941884244095,0.014835298641951801,0.017278759594743863
2016-07-31T01:55:03.36,3.743731245527837,-0.005759586531581287,0.013089752274847117,0.013089752274847117,0.013089969389957472,0.013089969389957472
2016-08-06T12:21:32.544,2.143438854374236,-0.014137166941154071,0.008725774222963898,0.008725774222963898,0.008726646259971648,0.008726646259971648
2016-12-10T20:06:40.608,0.8129743655789586,0.26145032194875056,0.016860161787469453,0.018546177966216403,0.006981317007977318,0.007853981633974483
2017-03-21T07:32:20.832,1.715658654710426,-0.2621484536495483,0.020228409787134076,0.020228409787134076,0.020943951023931952,0.020943951023931952
2017-09-22T20:54:29.952,1.3514084398192094,0.09983283321407564,0.01128815336191957,0.01649807029819014,0.005235987755982988,0.008726646259971648
2017-11-06T15:39:39.456,5.934119456780721,0.1291543646475804,0.008653963440332132,0.012115548816464984,0.004363323129985824,0.006108652381980153
2018-09-08T16:59:32.064,2.523397032533402,-0.03717551306747922,0.025289788603864525,0.02703391195585518,0.020943951023931952,0.015707963267948967
2018-10-23T13:37:32.736,4.715530573038279,-0.14957471689591403,0.029339311476972895,0.03451683703173282,0.022689280275926284,0.02181661564992912
2019-03-31T03:55:43.68,5.893627818134452,-0.3612831551628262,0.0055510366240769,0.0037551130104049616,0.008377580409572781,0.005235987755982988
2019-05-03T14:23:09.024,2.0992820242987795,0.11082840750163991,0.01335658428292761,0.00988734161203732,0.012217304763960306,0.013264502315156905
2019-07-30T20:50:40.992,3.9407789180779966,0.1827359726838063,0.024542658904158916,0.02196825412400239,0.015533430342749533,0.019896753472735354
2020-06-15T14:49:17.184,2.494948165725894,0.06387905062299247,0.025255658124207155,0.0205528804045272,0.018500490071139894,0.02076941809873252
2020-09-26T07:54:11.52,1.6835445964737301,-0.07557275661135447,0.00957191193830829,0.012704537663572818,0.013264502315156905,0.01064650843716541
2020-10-07T22:01:49.152,4.628089577513364,0.0932005820564972,0.00903632323576388,0.00903632323576388,0.004014257279586958,0.005585053606381855
2020-11-14T15:05:31.776,1.836959037724032,0.10559241974565693,0.019438812835343384,0.022215786097535294,0.01658062789394613,0.01658062789394613
2020-11-30T20:21:46.08,0.5330235535590683,-0.21118483949131386,0.022355853276440855,0.019284056643036764,0.01972222054753592,0.02007128639793479
2020-12-09T10:15:43.776,0.11972958668681101,-0.16144295580947549,0.02101613028807023,0.017570863027730844,0.019896753472735354,0.017278759594743863
2021-02-10T11:53:55.392,3.5964254566595155,0.08342673824532895,0.016522960596419615,0.024349626142092066,0.009773843811168246,0.010821041362364843
2021-08-11T02:02:43.872,4.726177081475445,0.44121923490416654,0.017044365441263098,0.016886547242732884,0.014660765716752368,0.013788101090755204
2021-09-22T18:17:21.12,1.0599384547361563,-0.07295476273336297,0.011488531848761014,0.01671059178001602,0.009599310885968814,0.007330382858376184
2022-02-05T20:08:10.464,4.656538444320871,-0.062482787221396996,0.00890117918517108,0.00890117918517108,0.00890117918517108,0.00890117918517108
2022-03-03T18:00:07.776,4.673991736840815,0.19931660057775244,0.020016072554221928,0.02566163147977171,0.019896753472735354,0.015533430342749533
2022-03-06T03:46:36.768,5.494645551128548,0.15027284859671178,0.008973431259432323,0.00931856323094895,0.009599310885968814,0.008203047484373348
2022-04-25T02:44:57.984,4.68167118554959,-0.18727382873899157,0.028465894974269195,0.03395329641509218,0.025830872929516076,0.029845130209103034
2022-05-13T23:23:12.48,3.9100611232428966,-0.023387411976724018,0.022159619783714318,0.02372998654004053,0.014137166941154071,0.012915436464758038
